1785	255	412	2
1344	192	435	2
1428	204	430	2
1708	244	370	1
1757	251	465	2
1988	284	485	1
1330	190	395	2
1575	225	454	1
1561	223	432	1
1400	200	395	2
1512	216	422	2
2149	307	393	2
2289	327	376	2
1477	211	376	1
1701	243	395	2
1470	210	375	1
1295	185	394	2
1792	256	391	1
2219	317	408	1
1302	186	417	2
1449	207	444	1
1897	271	416	1
2016	288	406	1
2100	300	419	1
1414	202	433	1
1456	208	404	1
1288	184	364	1
1442	206	422	2
1456	208	416	2
1456	208	404	1
1316	188	399	1
1442	206	375	2
1288	184	393	1
1365	195	430	1
1736	248	419	2
1176	168	382	1
1631	233	411	2
1708	244	401	1
1176	168	446	2
1561	223	416	1
1477	211	385	2
1946	278	375	1
2107	301	448	2
1393	199	438	2
1554	222	407	2
1428	204	431	1
1498	214	414	2
1491	213	447	2
1680	240	416	2
1407	201	392	2
1386	198	350	1
1855	265	447	1
1407	201	423	2
1484	212	391	2
1281	183	404	2
1470	210	405	1
2086	298	431	2
1211	173	466	1
1491	213	417	1
1155	165	485	2
1449	207	387	1
1421	203	438	2
1757	251	424	1
1526	218	417	2
1638	234	469	2
2282	326	426	1
1309	187	419	2
1638	234	373	2
1260	180	400	2
1603	229	370	2
1638	234	405	2
1106	158	467	1
1372	196	441	2
1575	225	418	2
1792	256	389	1
1750	250	417	1
1463	209	436	1
1729	247	425	2
1575	225	405	2
1491	213	379	1
1764	252	317	2
1288	184	319	1
1260	180	324	1
1162	166	361	1
1078	154	297	2
1162	166	351	1
994	142	291	2
1057	151	298	1
1071	153	314	2
882	126	295	1
1057	151	353	1
1078	154	314	1
1589	227	284	1
1169	167	320	1
1064	152	348	1
1057	151	313	1
861	123	306	2
1043	149	330	2
1295	185	318	1
833	119	317	1
1484	212	297	1
1064	152	334	2
1022	146	319	2
1036	148	325	1
1407	201	308	2
1127	161	304	1
1064	152	298	1
1057	151	300	2
1204	172	352	1
1008	144	303	2
1645	235	310	2
952	136	301	1
1323	189	304	1
847	121	342	1
1806	258	314	1
1148	164	332	1
1134	162	309	2
945	135	322	2
1057	151	298	1
1498	214	335	2
973	139	262	1
1015	145	336	1
826	118	294	2
1050	150	394	1
1176	168	296	1
1106	158	262	1
1813	259	288	1
1197	171	312	1
1183	169	315	1
1554	222	335	1
1071	153	315	2
1043	149	302	2
1092	156	295	1
1113	159	302	2
1295	185	329	1
903	129	278	2
994	142	327	1
1092	156	318	2
1169	167	299	2
1995	285	299	2
1092	156	323	2
1470	210	354	1
1120	160	303	1
1820	260	312	1
987	141	318	1
903	129	296	2
861	123	303	1
1722	246	306	2
1330	190	296	1
994	142	320	2
1274	182	284	1
1435	205	276	2
1288	184	310	1
980	140	320	2
1603	229	340	1
1365	195	269	1
1911	273	283	2
1288	184	394	1
1148	164	303	2
1645	235	291	1
1022	146	308	1
1694	242	308	1
1393	199	303	1
1225	175	338	1
1050	150	301	2
1120	160	289	2
1449	207	303	2
1232	176	330	1
1302	186	308	1
1911	273	305	1
1155	165	389	1
1379	197	293	1
1442	206	363	1
1225	175	299	1
882	126	289	1
1057	151	335	2
1295	185	299	1
1435	205	328	2
1540	220	335	2
1001	143	387	2
1470	210	302	1
1225	175	322	1
1666	238	332	1
1092	156	339	2
1113	159	299	2
945	135	283	2
1078	154	300	1
1302	186	288	2
1092	156	271	2
1141	163	332	1
1120	160	363	2
1526	218	275	1
1260	180	308	1
1204	172	322	2
1484	212	285	2
1085	155	350	1
1218	174	301	1
994	142	341	1
1057	151	286	1
910	130	296	1
1099	157	300	1
1876	268	400	2
1050	150	315	2
1134	162	312	2
1106	158	336	2
1064	152	270	1
1050	150	319	2
1071	153	308	1
987	141	323	1
1155	165	352	1
1533	219	306	2
1057	151	367	2
1323	189	307	2
931	133	273	2
1057	151	324	1
1099	157	394	2
973	139	292	2
910	130	411	2
1029	147	283	1
1435	205	352	2
994	142	344	2
1057	151	331	2
1099	157	294	1
1323	189	304	1
1120	160	363	2
1008	144	270	2
770	110	326	2
1855	265	290	1
1197	171	288	1
1029	147	271	1
1036	148	308	2
1722	246	286	1
1197	171	312	1
1057	151	299	2
1302	186	299	1
1050	150	306	2
1442	206	294	2
1050	150	287	1
1596	228	310	1
1127	161	292	2
1057	151	285	2
889	127	404	1
1596	228	363	2
1393	199	372	2
1064	152	342	1
1330	190	322	1
1057	151	311	1
1547	221	336	2
1078	154	303	1
1785	255	302	2
1050	150	265	2
1099	157	380	2
1393	199	330	1
917	131	336	2
1540	220	303	2
952	136	292	1
1302	186	307	1
1316	188	319	1
1386	198	286	1
1071	153	308	2
1260	180	411	1
1568	224	362	1
1057	151	350	1
1687	241	381	1
1050	150	347	2
1743	249	297	1
1141	163	295	1
1008	144	283	2
1169	167	385	2
1078	154	327	1
1141	163	351	2
1302	186	303	2
1050	150	309	1
1071	153	307	2
1211	173	303	2
1246	178	299	2
1309	187	277	1
1162	166	303	1
819	117	394	1
1358	194	316	1
1239	177	349	1
1043	149	318	1
959	137	361	1
1141	163	313	2
1407	201	297	1
1337	191	305	1
1190	170	317	2
1225	175	329	1
1386	198	321	2
1169	167	359	1
882	126	344	1
1505	215	290	1
1197	171	301	2
994	142	303	1
1008	144	350	1
1379	197	312	2
1288	184	303	1
1029	147	301	2
1400	200	285	2
1631	233	303	1
1022	146	351	2
917	131	294	1
1204	172	315	1
1162	166	305	2
1456	208	361	1
1575	225	324	2
1379	197	293	2
1302	186	373	1
826	118	383	1
1113	159	312	2
1064	152	316	2
1309	187	316	2
1995	285	260	1
1253	179	312	1
1274	182	334	1
1540	220	368	1
1449	207	331	1
1771	253	306	1
1820	260	299	1
1078	154	327	2
1407	201	305	2
1267	181	273	2
1127	161	282	2
1400	200	324	2
1211	173	321	2
1001	143	292	1
1057	151	270	2
1281	183	374	1
1106	158	306	2
1386	198	317	2
2016	288	199	1
2737	391	193	2
2534	362	207	1
2058	294	251	1
2905	415	162	1
2233	319	201	1
1967	281	204	2
2156	308	200	2
2940	420	206	1
2849	407	188	1
2100	300	195	2
2030	290	184	2
2499	357	255	1
2177	311	203	2
2520	360	200	2
2303	329	210	2
2030	290	245	2
2450	350	214	1
2177	311	201	2
3045	435	182	2
2261	323	221	1
2016	288	213	2
2457	351	217	1
2030	290	200	2
2156	308	195	1
2541	363	302	1
2191	313	230	1
2660	380	211	1
2233	319	202	2
2268	324	238	1
2226	318	222	2
2156	308	171	1
2415	345	202	2
1792	256	218	2
2646	378	181	2
2513	359	201	1
2009	287	169	1
2107	301	198	2
2296	328	210	2
2849	407	268	1
2009	287	250	1
2730	390	198	2
2366	338	249	2
2296	328	198	1
2219	317	219	2
2100	300	258	2
2835	405	201	1
2002	286	277	2
2044	292	225	2
2422	346	187	1
2100	300	272	2
2324	332	187	2
2296	328	164	2
2093	299	196	2
2800	400	265	2
2303	329	207	2
2128	304	160	2
1960	280	208	1
2065	295	198	2
2044	292	201	1
2058	294	236	2
2212	316	198	2
2240	320	238	2
2485	355	211	1
2072	296	189	1
2408	344	257	1
2527	361	243	2
2093	299	285	1
2009	287	211	1
2233	319	300	2
2198	314	204	1
2842	406	186	1
2219	317	210	1
2079	297	185	2
2317	331	236	1
1778	254	196	2
1925	275	230	1
2233	319	170	2
2205	315	240	2
2079	297	223	1
2541	363	225	1
2576	368	188	2
2072	296	215	1
2261	323	265	1
2765	395	201	2
2086	298	196	1
2464	352	247	2
1918	274	163	2
2226	318	143	1
1939	277	206	2
2709	387	213	2
2030	290	192	2
2772	396	194	1
2331	333	242	2
2023	289	177	2
2317	331	209	1
2093	299	155	1
2324	332	169	2
2107	301	202	1
2149	307	203	2
2198	314	220	1
2023	289	201	2
1897	271	225	1
2128	304	198	1
1967	281	204	1
2016	288	219	2
2233	319	204	2
2345	335	266	1
2072	296	232	2
2464	352	233	1
2779	397	216	1
2618	374	268	2
2170	310	302	2
2100	300	217	1
2009	287	286	2
2191	313	280	1
2625	375	220	2
2387	341	252	1
2072	296	222	1
2674	382	175	2
2100	300	202	1
1897	271	166	1
2548	364	197	2
2366	338	262	2
1848	264	214	1
2121	303	238	1
2170	310	188	1
2464	352	215	2
2142	306	211	2
2121	303	218	1
2555	365	207	1
2429	347	202	1
2100	300	211	1
2107	301	210	2
1792	256	192	2
2310	330	208	1
2149	307	202	1
2009	287	158	2
2100	300	208	2
2107	301	160	1
2163	309	188	2
2597	371	209	2
2177	311	190	1
2723	389	182	2
2135	305	198	2
2100	300	197	1
2093	299	252	2
2744	392	190	1
2380	340	200	1
2086	298	247	2
2044	292	214	2
2212	316	151	2
2065	295	202	1
2366	338	200	1
1848	264	201	2
2807	401	219	2
2100	300	210	2
2121	303	258	1
2366	338	200	2
2079	297	185	2
2597	371	230	1
1855	265	247	1
2023	289	201	1
2429	347	239	2
2387	341	212	1
2254	322	210	1
1750	250	222	1
2702	386	234	1
2135	305	201	2
2527	361	221	1
2023	289	223	1
1995	285	229	2
2142	306	162	2
1995	285	178	2
2128	304	247	1
2163	309	258	1
2275	325	252	1
2093	299	288	2
2079	297	209	2
2135	305	198	1
2016	288	217	1
2793	399	220	2
2765	395	272	1
2149	307	207	2
2037	291	217	1
2058	294	156	1
2128	304	246	2
1946	278	197	2
2009	287	152	1
2219	317	246	1
2100	300	196	1
2009	287	218	2
2653	379	202	2
2541	363	183	2
2408	344	250	2
2037	291	188	2
2100	300	247	2
2079	297	223	1
2170	310	185	1
2065	295	209	1
1988	284	231	2
2037	291	205	1
2401	343	195	2
3010	430	217	1
2240	320	247	2
2093	299	204	2
2086	298	211	1
2079	297	232	2
2268	324	201	1
2100	300	305	1
2079	297	192	2
2303	329	203	1
2170	310	195	2
2996	428	267	1
2471	353	252	1
2261	323	187	2
2114	302	239	1
2114	302	239	2
2450	350	263	2
2562	366	206	1
2065	295	249	2
2114	302	272	1
2135	305	197	1
1960	280	229	2
2765	395	250	1
2681	383	297	2
2884	412	198	1
1834	262	182	1
2394	342	248	1
2219	317	208	2
2044	292	244	1
2709	387	211	2
2254	322	200	1
2191	313	243	1
2149	307	256	2
2226	318	226	2
2485	355	238	2
2037	291	200	1
2667	381	196	2
2254	322	294	1
2506	358	227	2
2324	332	206	2
2030	290	214	2
2352	336	242	1
2317	331	270	1
2226	318	208	2
2016	288	225	1
2240	320	213	2
2415	345	194	2
2163	309	178	2
2933	419	402	2
3276	468	418	1
3283	469	407	1
2646	378	414	2
2800	400	418	1
2786	398	402	2
3038	434	406	1
2625	375	426	1
3276	468	394	2
3052	436	410	1
2702	386	409	2
2982	426	381	1
2828	404	450	1
2870	410	387	2
3031	433	401	2
2989	427	418	2
2807	401	383	1
2597	371	416	1
3003	429	472	2
3402	486	400	2
2898	414	384	1
3108	444	443	2
2646	378	378	1
2814	402	405	2
2814	402	401	2
2695	385	409	1
2863	409	394	2
3185	455	394	2
2814	402	434	1
2961	423	397	1
3010	430	515	2
2856	408	370	2
3535	505	418	2
2688	384	407	2
3381	483	402	2
2884	412	413	2
2751	393	402	1
2751	393	422	2
3150	450	398	2
2989	427	421	2
3304	472	488	1
2702	386	488	2
2961	423	373	1
3045	435	383	1
2695	385	420	1
3381	483	419	2
2884	412	483	1
3136	448	407	1
2863	409	417	2
2821	403	395	1
2674	382	424	1
2884	412	382	2
2856	408	380	2
2814	402	491	1
2905	415	402	2
3157	451	405	1
3171	453	403	2
2849	407	421	1
3129	447	400	1
2772	396	436	1
2947	421	426	2
2926	418	415	1
3080	440	390	1
3206	458	464	1
2898	414	404	1
3241	463	420	1
3304	472	422	2
2807	401	467	1
2891	413	498	1
2975	425	441	2
3444	492	419	2
2835	405	421	1
2933	419	430	2
2751	393	459	2
2737	391	426	2
3164	452	382	1
3612	516	400	2
3654	522	418	2
2856	408	348	2
3017	431	433	1
3087	441	391	2
2814	402	432	1
2569	367	476	1
2891	413	377	2
2905	415	415	2
3157	451	431	2
3031	433	429	1
2926	418	415	2
2737	391	422	2
3269	467	413	1
2779	397	395	1
2744	392	412	2
3080	440	493	1
3094	442	457	1
3367	481	437	2
2933	419	440	2
2982	426	400	2
2905	415	400	2
2849	407	391	2
2709	387	407	2
3101	443	418	2
2786	398	472	2
3311	473	420	2
3255	465	409	2
2723	389	445	1
2758	394	422	2
3024	432	430	2
2905	415	505	2
2982	426	451	1
2618	374	425	1
3213	459	439	2
2702	386	414	2
2828	404	390	1
2912	416	387	1
2996	428	408	2
3766	538	404	2
2674	382	367	2
2800	400	436	1
3108	444	461	1
2800	400	446	2
3570	510	419	2
2807	401	357	2
3087	441	394	1
2835	405	428	1
3017	431	472	2
2786	398	434	2
3031	433	406	1
2989	427	415	1
2849	407	412	2
2667	381	394	2
2919	417	395	2
3199	457	446	2
3255	465	438	1
3353	479	380	1
3115	445	404	1
3374	482	423	1
2758	394	410	2
3003	429	436	2
2793	399	390	2
2891	413	400	2
2842	406	385	1
2856	408	436	1
2716	388	423	2
2919	417	437	1
3213	459	389	2
2779	397	412	2
2639	377	467	1
2814	402	452	1
2758	394	424	2
2779	397	381	1
2772	396	410	1
2800	400	401	1
2772	396	392	2
3360	480	451	2
3437	491	429	2
2919	417	402	2
3178	454	413	2
2744	392	365	2
3136	448	385	2
3087	441	353	2
3318	474	417	1
3458	494	425	1
2786	398	467	2
2548	364	400	1
3255	465	503	2
2800	400	439	1
2807	401	460	2
2660	380	389	1
3626	518	414	1
3241	463	417	1
2898	414	405	2
3199	457	432	1
2926	418	418	1
3108	444	398	2
3521	503	418	2
2891	413	424	2
2835	405	368	1
2786	398	462	2
2884	412	387	2
3332	476	456	2
2926	418	497	1
3087	441	378	2
2807	401	482	1
2835	405	498	2
3325	475	398	2
2569	367	443	2
2660	380	413	2
3045	435	456	1
3108	444	450	2
2583	369	410	1
2905	415	417	2
2926	418	404	1
2583	369	378	2
2793	399	414	2
2758	394	441	2
2961	423	445	1
3549	507	399	2
3514	502	408	1
2779	397	381	1
2870	410	425	2
2695	385	385	2
2856	408	399	2
3213	459	429	2
2814	402	497	1
2800	400	408	1
2576	368	444	1
2961	423	402	2
2842	406	387	2
3094	442	390	1
3052	436	399	1
3115	445	412	2
2793	399	396	2
3738	534	429	2
2807	401	414	1
3087	441	481	1
2968	424	393	1
2870	410	462	1
3486	498	388	2
2814	402	468	1
2821	403	485	1
3325	475	396	2
3024	432	407	2
3304	472	411	1
2849	407	403	2
3262	466	484	1
2849	407	401	1
2947	421	420	1
2828	404	410	1
2793	399	413	2
3178	454	409	2
3451	493	407	2
2947	421	420	2
3038	434	401	1
2926	418	401	1
2919	417	377	2
2982	426	439	1
2772	396	479	1
2884	412	394	1
3598	514	391	2
3458	494	450	1
2506	358	397	1
2842	406	418	1
2569	367	421	1
3325	475	467	2
2562	366	349	1
2821	403	444	1
3682	526	411	1
2828	404	460	1
3003	429	425	2
2681	383	381	1
1547	221	329	1
1813	259	239	2
1939	277	266	1
1785	255	272	2
1904	272	252	2
1750	250	216	2
2100	300	281	2
1722	246	255	2
2114	302	244	1
2058	294	264	1
1645	235	333	1
2387	341	273	2
1855	265	281	1
1771	253	288	1
1715	245	302	1
1848	264	274	2
2338	334	239	1
1694	242	327	2
2009	287	251	2
1841	263	261	2
2121	303	251	2
2226	318	346	2
2023	289	252	1
1652	236	269	2
2051	293	282	1
1736	248	251	1
2016	288	247	2
1645	235	264	2
1988	284	259	2
1757	251	323	2
1750	250	255	2
2149	307	191	2
2114	302	306	2
2009	287	253	1
1729	247	248	1
2450	350	264	1
2072	296	278	1
1757	251	285	1
1750	250	251	1
1876	268	288	1
2401	343	203	2
1764	252	197	2
1799	257	294	1
1785	255	274	1
1694	242	232	2
2317	331	240	2
1757	251	260	1
1974	282	258	1
1582	226	251	1
1603	229	307	1
2226	318	318	1
1869	267	242	1
1589	227	307	1
1743	249	330	2
1764	252	277	2
1764	252	301	2
2009	287	265	1
2191	313	245	2
1904	272	283	2
2548	364	304	2
1967	281	255	1
1820	260	264	1
1596	228	279	1
1778	254	269	1
1918	274	253	2
1778	254	298	2
1771	253	255	1
1673	239	325	2
1743	249	293	2
1701	243	250	2
1834	262	283	1
2149	307	268	2
1778	254	277	1
1757	251	317	1
1820	260	251	2
2401	343	321	1
2142	306	248	2
2345	335	251	1
1610	230	230	2
