8.736111842	0
9.480920012	0
9.304814339	0
9.0543537	0
9.122117456	0
8.404806895	0
9.363859605	0
8.850334611	0
9.233912675	0
8.319149986	0
8.767055337	0
9.098953566	0
8.400285692	0
8.658827399	0
8.886590798	0
8.558250383	0
8.193824757	0
8.626040199	0
8.885670815	0
9.107322029	0
8.617867791	0
8.187978244	0
8.404018427	0
9.231451542	0
8.509016875	0
8.725531819	0
8.81056189	0
9.166049095	0
9.082934793	0
9.132569155	0
9.122576686	0
9.240741439	0
8.897200638	0
9.109191966	0
8.846622751	0
8.374285135	0
8.580808268	0
8.822999045	0
8.137080047	0
8.810796265	0
8.851596689	0
8.8732643	0
8.845859493	0
8.056082645	0
8.874115249	0
8.878194586	0
7.949469168	0
8.260141314	0
8.766731273	0
8.974071307	0
8.663606805	0
7.956867368	0
8.099436838	0
7.951079873	0
8.161347333	0
8.127884418	0
8.247913787	0
8.388517309	0
8.190931691	0
9.004328846	0
8.404383424	0
8.645331597	0
8.301440292	0
8.744303143	0
8.601021765	0
7.827931114	0
8.572255745	0
8.342784504	0
7.861076311	0
8.227219368	0
8.739009274	0
8.144361283	0
8.251044104	0
8.598299676	0
7.90789009	0
8.770031579	0
8.640526003	0
8.024823945	0
8.288838474	0
8.465783303	0
8.489420955	0
8.873944347	0
8.07047636	0
7.962595616	0
8.614525059	0
8.695799791	0
8.049168561	0
7.961120511	0
7.90395475	0
8.084287537	0
8.829017705	0
8.768732562	0
8.551979198	0
8.047512239	0
8.542394876	0
8.247654705	0
8.120769472	0
8.092877706	0
8.391785216	0
10.49312751	1
10.36046356	1
10.17131954	1
10.20519786	1
10.02725717	1
9.458153922	1
10.04558162	1
9.865446407	1
10.07838489	1
10.06349389	1
9.785216425	1
9.175027737	1
9.774742623	1
9.384454307	1
9.660953376	1
9.883361467	1
9.673251206	1
9.191253489	1
9.262090569	1
9.884316154	1
9.711376918	1
8.958930281	1
9.753973221	1
9.567949837	1
9.487241571	1
9.478964891	1
9.194805871	1
8.714396664	1
9.178178532	1
9.182193244	1
9.227402691	1
9.308729534	1
8.593022712	1
8.792612845	1
8.671402976	1
8.599035118	1
8.603616959	1
8.949869134	1
8.601058627	1
8.367575435	1
8.600352679	1
8.85443259	1
8.43284831	1
8.789574114	1
8.81593642	1
8.384589009	1
8.548311758	1
8.71529659	1
8.977972119	1
7.945887289	1
8.00190392	1
8.480726965	1
8.553448849	1
8.426811656	1
8.373739929	1
8.249360823	1
7.808784558	1
8.460444695	1
8.127577814	1
8.306184313	1
7.724752674	1
8.320853564	1
8.73858642	1
8.489137386	1
8.303156567	1
8.374923077	1
8.372084702	1
8.471671292	1
7.939887166	1
7.636298009	1
7.76932628	1
8.149523791	1
8.231179301	1
8.136044487	1
7.695225456	1
7.904532944	1
7.974077906	1
8.0573848	1
7.579776633	1
7.742990311	1
7.294205942	1
8.084445115	1
7.734848137	1
7.448174742	1
8.064711566	1
7.097069971	1
7.842107946	1
7.655876219	1
7.312509533	1
7.286391565	1
8.084808268	1
7.333791479	1
7.660270035	1
7.001350826	1
8.000925057	1
7.854209046	1
7.656665939	1
7.311198966	1
7.355064632	1
